ID,Rooms,Area_sqm,Ceiling_Height,Price_per_month,Bathrooms,Metro_Numeric,Parking_Numeric
274617829,3,80.0,2.87,100000.0,1,86846.11538461539,48775.18175363862
273460010,3,115.0,2.8,110000.0,1,86846.11538461539,49131.74122236671
274042642,2,71.0,2.8,115000.0,1,73523.72881355933,52201.68764172336
273668901,3,110.0,2.8,120000.0,1,68057.14285714286,52201.68764172336
274265622,1,25.0,2.8,48000.0,1,73523.72881355933,48775.18175363862
274736912,1,40.0,2.8,55000.0,1,73523.72881355933,48775.18175363862
270596945,2,61.0,3.0,70000.0,1,59047.619047619046,48775.18175363862
273451067,1,41.0,2.8,80000.0,1,85908.18181818182,48775.18175363862
274337663,2,25.0,2.8,48000.0,1,73523.72881355933,49131.74122236671
274310820,1,38.0,2.6,50000.0,1,73523.72881355933,48775.18175363862
274862056,2,78.9,2.7,89000.0,1,73523.72881355933,48775.18175363862
274997687,3,75.0,3.2,130000.0,2,85908.18181818182,48775.18175363862
194057094,1,21.0,2.8,38000.0,1,102571.28571428572,49131.74122236671
274437045,2,45.0,2.71,45000.0,1,59047.619047619046,48775.18175363862
237809420,2,64.0,2.85,85000.0,1,85908.18181818182,48775.18175363862
271793380,1,40.0,2.65,45000.0,1,73523.72881355933,48775.18175363862
212768104,2,42.0,2.64,49000.0,1,73523.72881355933,48775.18175363862
274857105,2,40.0,2.64,50000.0,1,73523.72881355933,49131.74122236671
273770406,2,37.0,2.64,59900.0,1,73523.72881355933,49131.74122236671
272094765,2,46.0,2.8,60000.0,1,73523.72881355933,49131.74122236671
274634999,1,30.0,2.8,60000.0,2,73523.72881355933,49131.74122236671
274357475,3,80.0,2.8,65000.0,1,73523.72881355933,48775.18175363862
274043819,2,40.0,2.64,65000.0,1,86846.11538461539,49131.74122236671
273378576,2,43.0,2.64,65000.0,1,73523.72881355933,48775.18175363862
274114632,2,63.0,3.2,65000.0,1,59047.619047619046,49131.74122236671
274067060,2,61.0,2.8,70000.0,1,73523.72881355933,49131.74122236671
274113086,2,70.0,3.0,75000.0,1,73523.72881355933,49131.74122236671
274403628,3,74.0,2.71,90000.0,1,73523.72881355933,49131.74122236671
274962198,2,66.0,2.8,129000.0,1,73523.72881355933,48775.18175363862
271175941,3,75.0,2.8,120000.0,1,102571.28571428572,48775.18175363862
274356905,3,65.0,2.6,100000.0,1,86846.11538461539,48775.18175363862
274217256,2,46.0,2.65,60000.0,1,73523.72881355933,48775.18175363862
274847835,2,50.0,2.8,70000.0,1,59047.619047619046,48775.18175363862
274537716,3,65.0,2.7,70000.0,1,59047.619047619046,48775.18175363862
274340524,3,70.0,2.71,100000.0,1,73523.72881355933,48775.18175363862
271972500,3,113.0,2.8,110000.0,1,86846.11538461539,75542.34826762247
237156911,2,55.0,2.8,110000.0,1,73523.72881355933,48775.18175363862
274019839,3,110.0,2.8,130000.0,2,102571.28571428572,49131.74122236671
274916044,1,37.0,2.64,40000.0,1,73523.72881355933,48775.18175363862
230040643,2,40.0,2.71,40000.0,1,73523.72881355933,48775.18175363862
273963314,1,35.0,2.5,57000.0,1,73523.72881355933,48775.18175363862
274016615,2,42.0,2.8,58000.0,1,73523.72881355933,48775.18175363862
269936434,2,50.0,2.71,59000.0,1,73523.72881355933,52201.68764172336
274549022,3,68.0,2.8,70000.0,1,59047.619047619046,49131.74122236671
268907598,1,31.0,2.85,74990.0,1,85908.18181818182,48775.18175363862
273350191,2,50.0,2.64,75000.0,1,59047.619047619046,48775.18175363862
274995605,2,58.7,2.7,75000.0,1,73523.72881355933,48775.18175363862
274339073,3,57.0,2.6,75000.0,1,73523.72881355933,48775.18175363862
274550310,2,47.0,2.8,85000.0,1,59047.619047619046,49131.74122236671
272839407,3,80.0,2.8,90000.0,1,73523.72881355933,49131.74122236671
243736175,3,86.0,2.8,95000.0,1,95000.0,48775.18175363862
274377532,3,80.0,2.8,105000.0,1,85908.18181818182,48775.18175363862
272685227,4,90.0,3.2,110000.0,1,73523.72881355933,48775.18175363862
269864145,3,120.0,2.8,110000.0,2,73523.72881355933,75542.34826762247
272753865,4,93.0,2.8,130000.0,1,73523.72881355933,49131.74122236671
271723569,3,90.0,2.8,130000.0,2,73523.72881355933,48775.18175363862
274197815,1,31.0,2.8,38000.0,1,56182.16831683168,48775.18175363862
274824579,1,40.0,2.64,40000.0,1,56182.16831683168,48775.18175363862
272378791,1,36.0,2.8,42000.0,1,59047.619047619046,48775.18175363862
274555195,1,40.0,2.48,43000.0,1,86846.11538461539,48775.18175363862
274320654,2,47.0,2.64,44000.0,1,73523.72881355933,49131.74122236671
192844642,2,32.0,2.8,45000.0,1,86846.11538461539,48775.18175363862
273237958,1,40.0,2.65,45000.0,1,59047.619047619046,48775.18175363862
274890783,1,45.0,3.0,45000.0,1,73523.72881355933,49131.74122236671
274750758,2,65.0,3.2,50000.0,1,59047.619047619046,49131.74122236671
259102612,1,40.0,2.75,50000.0,1,59047.619047619046,49131.74122236671
274058162,2,42.0,2.6,50000.0,1,73523.72881355933,48775.18175363862
274756026,1,40.0,2.64,50000.0,1,73523.72881355933,49131.74122236671
274489357,2,55.0,2.64,50000.0,1,73523.72881355933,48775.18175363862
227618948,2,50.0,2.8,50000.0,1,73523.72881355933,49131.74122236671
214374153,2,52.0,2.65,52000.0,1,59047.619047619046,49131.74122236671
274645866,1,38.0,2.8,55000.0,1,59047.619047619046,75542.34826762247
274343831,1,33.0,2.64,55000.0,1,73523.72881355933,48775.18175363862
269173511,2,50.0,2.64,55000.0,1,73523.72881355933,49131.74122236671
272174748,2,45.0,2.8,55000.0,1,73523.72881355933,49131.74122236671
273521592,2,55.0,2.64,55000.0,1,56182.16831683168,49131.74122236671
274921148,2,45.0,2.8,56000.0,1,73523.72881355933,49131.74122236671
273713274,2,45.0,2.6,57000.0,1,73523.72881355933,48775.18175363862
274489531,2,70.0,2.8,57000.0,1,59047.619047619046,48775.18175363862
263567881,1,35.0,2.64,59000.0,1,73523.72881355933,49131.74122236671
274703859,2,50.0,2.65,60000.0,1,86846.11538461539,48775.18175363862
273199110,2,62.0,3.0,60000.0,1,86846.11538461539,48775.18175363862
243207995,1,54.0,2.8,60000.0,1,86846.11538461539,48775.18175363862
273120524,2,54.0,2.48,60000.0,1,59047.619047619046,48775.18175363862
271933107,3,78.0,2.65,60000.0,1,56182.16831683168,49131.74122236671
265623901,2,50.0,2.8,60000.0,1,61590.90909090909,49131.74122236671
258256906,2,40.0,2.64,60000.0,1,73523.72881355933,48775.18175363862
274290580,2,55.0,2.64,60000.0,1,85908.18181818182,48775.18175363862
259225272,1,37.2,2.52,60000.0,1,86846.11538461539,48775.18175363862
224543985,2,35.0,2.64,65000.0,1,86846.11538461539,49131.74122236671
273449383,2,38.0,2.65,65000.0,1,73523.72881355933,48775.18175363862
274223044,1,38.0,2.6,65000.0,1,73523.72881355933,48775.18175363862
272628674,2,50.0,2.48,65000.0,1,85908.18181818182,49131.74122236671
271360992,3,120.0,3.2,120000.0,2,51894.92592592593,49131.74122236671
274496844,2,60.0,2.71,85000.0,1,51894.92592592593,75542.34826762247
259536063,2,65.0,2.85,65000.0,1,51894.92592592593,49131.74122236671
274828382,1,22.0,2.85,43000.0,1,51894.92592592593,49131.74122236671
274359638,2,38.0,2.71,70000.0,1,51894.92592592593,75542.34826762247
274626321,1,38.5,2.64,40000.0,1,51894.92592592593,48775.18175363862
274880593,2,50.0,2.5,55000.0,1,51894.92592592593,48775.18175363862
274459613,1,36.0,2.64,38000.0,1,51894.92592592593,48775.18175363862
268766630,1,40.0,2.64,40000.0,1,51894.92592592593,48775.18175363862
274940183,1,38.0,2.64,42000.0,1,51894.92592592593,48775.18175363862
274855603,2,56.0,2.64,48000.0,1,51894.92592592593,49131.74122236671
235400269,3,80.0,2.6,70000.0,1,51894.92592592593,49131.74122236671
271994562,2,54.0,2.85,75000.0,1,51894.92592592593,49131.74122236671
273793299,2,55.0,2.8,75000.0,1,51894.92592592593,49131.74122236671
270953734,1,40.0,2.7,49000.0,1,51894.92592592593,48775.18175363862
236797525,2,45.0,2.64,40000.0,1,51894.92592592593,49131.74122236671
274974561,1,38.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
274665527,1,30.5,2.64,33000.0,1,51894.92592592593,49131.74122236671
274665514,1,36.0,2.64,38000.0,1,51894.92592592593,49131.74122236671
228390860,1,39.0,2.64,50000.0,1,51894.92592592593,49131.74122236671
274997813,2,53.0,2.8,45000.0,1,51894.92592592593,48775.18175363862
274972540,1,40.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
274216380,2,37.0,2.8,38000.0,1,51894.92592592593,48775.18175363862
274892722,1,40.0,2.64,38000.0,1,51894.92592592593,48775.18175363862
274482549,1,40.0,2.64,40000.0,1,51894.92592592593,49131.74122236671
274434084,2,54.0,2.7,45000.0,1,51894.92592592593,49131.74122236671
274774551,1,36.0,2.65,47000.0,1,51894.92592592593,49131.74122236671
274653913,1,40.0,2.64,47000.0,1,51894.92592592593,48775.18175363862
274955317,2,44.0,2.77,48000.0,1,51894.92592592593,49131.74122236671
274711423,1,40.0,2.71,50000.0,1,51894.92592592593,75542.34826762247
274193008,2,52.0,2.64,50000.0,1,51894.92592592593,48775.18175363862
272500201,2,64.0,3.0,65000.0,1,51894.92592592593,49131.74122236671
271841552,1,32.0,2.64,28000.0,1,51894.92592592593,48775.18175363862
190657984,1,32.0,2.7,30000.0,1,51894.92592592593,48775.18175363862
272777849,1,33.0,2.65,32000.0,1,51894.92592592593,48775.18175363862
274424175,1,37.0,2.65,32000.0,1,51894.92592592593,49131.74122236671
274935321,1,32.0,2.64,33000.0,1,51894.92592592593,48775.18175363862
274899337,1,43.0,2.5,35000.0,1,51894.92592592593,48775.18175363862
274506007,2,41.0,2.48,35000.0,1,51894.92592592593,48775.18175363862
274979771,1,32.0,2.64,35000.0,1,51894.92592592593,49131.74122236671
274929511,1,36.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
273399927,1,37.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
274056385,1,38.0,2.64,35000.0,1,51894.92592592593,49131.74122236671
273438703,2,46.0,2.71,35000.0,1,51894.92592592593,48775.18175363862
273914186,2,44.0,2.48,35000.0,1,51894.92592592593,48775.18175363862
274656258,1,33.0,2.6,37000.0,1,51894.92592592593,48775.18175363862
273626405,1,40.0,2.5,38000.0,1,51894.92592592593,52201.68764172336
273690672,1,33.0,2.7,39000.0,1,51894.92592592593,48775.18175363862
274700180,1,42.0,2.64,40000.0,1,51894.92592592593,49131.74122236671
274090481,2,58.0,2.64,40000.0,1,51894.92592592593,48775.18175363862
273743581,2,44.0,2.48,40000.0,1,51894.92592592593,48775.18175363862
274449384,2,42.0,2.64,40000.0,1,51894.92592592593,48775.18175363862
274349750,2,51.0,2.64,40000.0,1,51894.92592592593,48775.18175363862
274754956,2,42.0,2.71,40000.0,1,51894.92592592593,48775.18175363862
274882992,1,32.0,2.5,41000.0,1,51894.92592592593,49131.74122236671
274749898,1,30.0,2.6,42000.0,1,51894.92592592593,48775.18175363862
272689533,2,60.0,2.64,42000.0,1,51894.92592592593,49131.74122236671
273912636,2,42.0,2.64,42000.0,1,51894.92592592593,48775.18175363862
274891230,2,43.0,2.65,43000.0,1,51894.92592592593,48775.18175363862
274841573,2,45.0,2.64,43000.0,1,51894.92592592593,49131.74122236671
272282407,2,42.0,2.65,43000.0,1,51894.92592592593,48775.18175363862
274342776,2,53.0,2.7,44990.0,1,51894.92592592593,49131.74122236671
246086445,1,37.0,2.64,45000.0,1,51894.92592592593,48775.18175363862
271905406,2,48.0,2.65,45000.0,1,51894.92592592593,52201.68764172336
274186217,1,45.0,2.6,45000.0,1,51894.92592592593,48775.18175363862
273854109,2,46.0,2.8,45000.0,1,51894.92592592593,48775.18175363862
274563082,2,40.0,2.64,45000.0,1,51894.92592592593,49131.74122236671
254734630,1,39.0,2.48,45000.0,1,51894.92592592593,48775.18175363862
272338965,2,44.0,2.6,47000.0,1,51894.92592592593,48775.18175363862
268231053,1,30.0,3.0,48000.0,1,51894.92592592593,49131.74122236671
274921154,1,45.0,2.7,49500.0,1,51894.92592592593,48775.18175363862
273429585,1,40.0,3.0,50000.0,1,51894.92592592593,75542.34826762247
273734929,3,58.0,2.8,50000.0,1,51894.92592592593,48775.18175363862
274080633,2,52.0,2.75,52000.0,1,51894.92592592593,49131.74122236671
156310799,2,50.0,2.7,52000.0,1,51894.92592592593,49131.74122236671
274805841,2,45.0,2.64,54650.0,1,51894.92592592593,49131.74122236671
274519789,2,64.0,2.65,55000.0,1,51894.92592592593,49131.74122236671
274900735,3,73.0,2.71,55000.0,1,51894.92592592593,48775.18175363862
274757204,1,42.0,3.0,55000.0,1,51894.92592592593,75542.34826762247
274100202,1,39.0,2.85,55000.0,1,51894.92592592593,52201.68764172336
273779767,1,40.0,2.7,55000.0,1,51894.92592592593,48775.18175363862
273755541,2,43.0,2.5,55000.0,1,51894.92592592593,48775.18175363862
274970581,2,45.0,2.64,55000.0,1,51894.92592592593,48775.18175363862
274312953,2,52.0,2.8,55000.0,1,51894.92592592593,48775.18175363862
274720204,1,35.4,2.71,56000.0,1,51894.92592592593,49131.74122236671
273217306,3,54.4,2.64,58000.0,1,51894.92592592593,49131.74122236671
274362347,1,36.0,2.65,60000.0,1,51894.92592592593,48775.18175363862
240846633,3,80.0,2.64,60000.0,1,58538.46153846154,48775.18175363862
274825557,2,56.0,2.65,60000.0,1,51894.92592592593,49131.74122236671
273114465,2,55.0,2.71,60000.0,1,51894.92592592593,48775.18175363862
244086236,2,58.0,2.65,60000.0,1,58538.46153846154,49131.74122236671
269293166,1,40.0,2.85,60000.0,1,51894.92592592593,48775.18175363862
274716748,2,58.0,2.65,65000.0,1,51894.92592592593,48775.18175363862
269883920,3,81.0,2.6,68000.0,1,51894.92592592593,48775.18175363862
274976307,3,60.0,2.7,70000.0,1,51894.92592592593,48775.18175363862
274101718,1,42.0,2.71,70000.0,1,51894.92592592593,48775.18175363862
274504525,2,50.0,3.0,75000.0,1,51894.92592592593,75542.34826762247
274794031,2,53.0,2.7,78000.0,2,51894.92592592593,48775.18175363862
273777834,3,64.0,2.64,80000.0,1,51894.92592592593,49131.74122236671
274837943,3,64.0,2.64,80000.0,1,51894.92592592593,49131.74122236671
271520102,4,94.0,2.7,90000.0,2,51894.92592592593,48775.18175363862
271701551,1,35.0,2.6,29000.0,1,51894.92592592593,49131.74122236671
274841844,2,44.0,2.64,30000.0,1,51894.92592592593,48775.18175363862
274334200,1,34.9,2.64,30000.0,1,51894.92592592593,48775.18175363862
272536115,1,31.0,2.64,31000.0,1,51894.92592592593,49131.74122236671
274236172,2,44.0,2.8,33000.0,1,51894.92592592593,48775.18175363862
274807354,1,38.0,2.64,33000.0,1,51894.92592592593,48775.18175363862
274823403,1,39.2,2.64,34990.0,1,51894.92592592593,48775.18175363862
274611906,1,35.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
206432312,1,36.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
274808649,1,33.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
271058609,1,40.0,2.64,37500.0,1,36977.27272727273,48775.18175363862
274660980,1,35.0,2.64,38000.0,1,51894.92592592593,49131.74122236671
255308082,1,33.0,2.8,38000.0,1,51894.92592592593,49131.74122236671
273236957,1,41.0,2.71,38500.0,1,51894.92592592593,52201.68764172336
253471228,2,45.0,2.64,39000.0,1,51894.92592592593,48775.18175363862
273379718,2,42.0,2.64,39000.0,1,51894.92592592593,49131.74122236671
274145015,2,53.0,2.64,40000.0,1,51894.92592592593,48775.18175363862
240491648,2,47.0,2.64,41000.0,1,51894.92592592593,48775.18175363862
271327416,2,52.0,2.64,42000.0,1,51894.92592592593,48775.18175363862
274893828,2,45.0,2.65,45000.0,2,51894.92592592593,49131.74122236671
274840087,2,47.0,2.64,45000.0,1,51894.92592592593,48775.18175363862
189013762,2,46.0,2.65,45000.0,1,51894.92592592593,49131.74122236671
274871346,1,50.0,2.85,45000.0,1,51894.92592592593,49131.74122236671
270399044,2,46.5,2.64,45000.0,1,51894.92592592593,49131.74122236671
274824203,2,42.0,2.64,47000.0,1,51894.92592592593,49131.74122236671
274238770,1,42.0,2.7,48000.0,1,51894.92592592593,49131.74122236671
274820050,2,52.0,2.64,50000.0,1,51894.92592592593,49131.74122236671
274762717,2,50.0,2.8,50000.0,1,51894.92592592593,48775.18175363862
238609045,1,39.0,2.78,50000.0,1,51894.92592592593,48775.18175363862
245442147,1,36.2,2.65,50000.0,1,56083.25,67966.08695652174
274900146,1,39.0,2.65,53000.0,1,51894.92592592593,48775.18175363862
274877624,1,52.0,2.75,54000.0,1,51894.92592592593,48775.18175363862
274915752,1,54.1,2.85,55000.0,1,51894.92592592593,48775.18175363862
273723329,2,52.0,2.65,55000.0,1,51894.92592592593,48775.18175363862
270271044,2,52.0,2.65,55000.0,1,51894.92592592593,48775.18175363862
274478715,1,36.0,2.71,55000.0,1,51894.92592592593,48775.18175363862
274559889,2,50.0,2.48,55000.0,1,51894.92592592593,48775.18175363862
274111253,3,71.0,2.64,55000.0,1,51894.92592592593,49131.74122236671
205905112,1,37.0,2.64,60000.0,1,51894.92592592593,75542.34826762247
265479694,2,45.0,2.64,60000.0,1,56083.25,48775.18175363862
168315026,1,41.0,2.75,60000.0,1,51894.92592592593,67966.08695652174
274903488,2,35.0,3.0,63000.0,1,51894.92592592593,49131.74122236671
273979260,1,35.0,2.85,65000.0,1,51894.92592592593,48775.18175363862
274412530,1,40.0,2.65,65000.0,1,51894.92592592593,49131.74122236671
238547332,2,42.0,2.71,65000.0,1,51894.92592592593,48775.18175363862
273055238,1,35.0,2.85,66000.0,1,51894.92592592593,49131.74122236671
274577031,2,56.0,2.8,68000.0,1,51894.92592592593,49131.74122236671
274866620,3,64.0,2.71,68500.0,1,51894.92592592593,52201.68764172336
272627418,2,54.0,3.0,70000.0,1,51894.92592592593,49131.74122236671
273904419,3,80.0,2.65,70000.0,1,51894.92592592593,49131.74122236671
274874883,1,40.0,2.71,73000.0,1,51894.92592592593,48775.18175363862
271223261,1,39.9,2.71,74000.0,1,51894.92592592593,48775.18175363862
274296179,2,67.0,2.85,80000.0,1,51894.92592592593,48775.18175363862
270102208,3,105.0,3.0,105000.0,2,51894.92592592593,75542.34826762247
274662423,1,35.0,2.64,36000.0,1,51894.92592592593,48775.18175363862
274880511,1,35.0,2.48,40000.0,1,51894.92592592593,49131.74122236671
274779213,1,21.0,2.85,45000.0,1,51894.92592592593,49131.74122236671
263108783,1,37.0,2.65,30000.0,1,51894.92592592593,48775.18175363862
274868306,1,33.0,2.6,33000.0,1,51894.92592592593,48775.18175363862
267336499,1,37.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
269685442,1,38.0,2.64,35000.0,1,51894.92592592593,48775.18175363862
274735353,1,31.0,2.64,37000.0,1,51894.92592592593,49131.74122236671
274763091,2,50.0,2.64,40000.0,1,51894.92592592593,49131.74122236671
207942010,1,35.3,2.65,45000.0,1,51894.92592592593,49131.74122236671
271935277,1,36.9,2.65,45000.0,1,51894.92592592593,49131.74122236671
273641609,2,48.0,2.64,46000.0,1,51894.92592592593,48775.18175363862
274225778,1,44.0,2.85,50000.0,1,51894.92592592593,48775.18175363862
